Sheet Row Number,Name,Arrondissement,Favorite,Cuisine,Vibe,Features,Notes,Website,Instagram,Facebook,LLM Tagged at,LLM Confidence,Delivery,Takeaway,Google Place ID,Latitude,Longitude
464,Atelier Maître Albert,5,,,,,,https://www.ateliermaitrealbert.com/,,,,,UNKNOWN,UNKNOWN,ChIJlTto-ONx5kcR9dX0YOF01lk,48.8511086,2.3502197
465,Atica,5,,,,,,https://www.aticaparis.com/fr,,,,,UNKNOWN,UNKNOWN,ChIJbVin4H9x5kcROTX7yC8uyII,48.8509613,2.3489945
468,Ayadi Gourmet,5,,,,,,https://ayadigourmet.com/en,,,,,UNKNOWN,UNKNOWN,ChIJETbNldZx5kcR81jLbf0lh0M,48.8507225,2.3491624
469,Baca'v,5,,,,,,https://www.bacav.paris/,,,,,UNKNOWN,UNKNOWN,ChIJ4x6GRPJx5kcRYEiThcBqZM4,48.83919,2.356063
470,Baieta,5,,,,,,https://www.restaurant-baieta-paris.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ_78oYuRx5kcR4eAyZp92YKs,48.8501166,2.3523749
549,BigBang,5,,,,,,https://saintgermain.bigbang-restaurant.fr/,,,,,UNKNOWN,UNKNOWN,ChIJIdQkYZhx5kcROS_4Ym6KpCk,48.84632,2.3408664
415,Breakfast in America,5,,,,,,https://breakfast-in-america.com/,,,,,UNKNOWN,UNKNOWN,ChIJc_WS6d1x5kcRhUxF1nq_m_A,48.847891,2.351115
476,Chez Hamadi,5,,,,,,http://citineo.fr/chezhamadi,,https://www.facebook.com/people/Restaurant-chez-Hamadi/100063455350927,,,UNKNOWN,UNKNOWN,ChIJbeusreBx5kcR-K4rlUc0EhI,48.851397,2.344546
477,Chez Neung,5,,,,,,https://chezneung.fr/,,https://www.facebook.com/people/Chez-Neung/100067130687099,,,UNKNOWN,UNKNOWN,ChIJIdjQYu1x5kcRwEUojkpFcGQ,48.8377547,2.3540166
480,Dar Mima,5,,,,,,https://darmima-restaurant.com/,,,,,UNKNOWN,UNKNOWN,ChIJqTshJBVx5kcRog_ZvELx6IM,48.8489864,2.3570255
1107,El Guacamole,5,,,,,,https://www.elguacamoletaqueria.fr/,,,,,UNKNOWN,UNKNOWN,ChIJBXwHBQBx5kcR5ndn4WS19Vk,48.8454782,2.3543727
481,Flocon,5,,,,,,https://www.restaurantflocon.com/,,,,,UNKNOWN,UNKNOWN,ChIJ_3Rs2ttx5kcRUXohtuk4bMI,48.8421312,2.3498261
485,Hugo & Co,5,,,,,,https://www.tomygousset.com/hugo-and-co,,,,,UNKNOWN,UNKNOWN,ChIJ2xM8du9x5kcRnBtgkptU8j4,48.8451577,2.3519105
486,Kitchen Ter(re),5,,,,,,https://zekitchengalerie.fr/restaurant/kitchen-terre,,,,,UNKNOWN,UNKNOWN,ChIJLVEL7eRx5kcRWZr62yRPktY,48.8496924,2.352696
489,L'Île de Crète,5,,,,,,https://loledecrete.shop/,https://www.instagram.com/liledecrete?hl=en,,,,UNKNOWN,UNKNOWN,ChIJxXrRNO9x5kcRpX7DVEWSncE,48.844628,2.3491466
492,La Piadineria,5,,,,,,https://www.lapiadineria.fr/,,,,,UNKNOWN,UNKNOWN,ChIJHfVz90Jx5kcRe2z0uKPZIUc,48.8474484,2.341344
493,La Rôtisserie d'Argent,5,,,,,,https://tourdargent.com/la-rotisserie-dargent,,,,,UNKNOWN,UNKNOWN,ChIJg4octORx5kcRijmhQTSm1Fs,48.8499507,2.3546683
494,La Table de Colette,5,,,,,,https://www.latabledecolette.fr/,,,,,UNKNOWN,UNKNOWN,ChIJS8Gh5a5x5kcRaT1Myj2lgjg,48.8473045,2.3472188
495,La Voie Lactée,5,,,,,,https://alavoielactee.fr/,,,,,UNKNOWN,UNKNOWN,ChIJPQBOGfpx5kcR4ZFRiZ_dxnE,48.8473314,2.3523527
471,Le Balzar,5,,,,,,https://brasseriebalzar.com/,,,,,UNKNOWN,UNKNOWN,ChIJW-zV8t1x5kcRVQ2AiWJWpXw,48.8498816,2.3433813
542,Le Coup de Torchon,5,,,,,,https://www.aucoupdetorchon.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ3TwnvMJx5kcR314-76kK2rA,48.8452026,2.3425477
498,Le Mouffetard,5,,,,,,https://www.mouffetard-addict.com/lieu/le-mouffetard-restaurant,,,,,UNKNOWN,UNKNOWN,ChIJB5hbK0Bx5kcRAHaG7iAL3Q0,48.8403708,2.3496222
499,Les Papilles,5,,,,,,https://www.lespapillesparis.fr/,,,,,UNKNOWN,UNKNOWN,ChIJPUUb7MJx5kcReXIHwe3cQrw,48.8446215,2.3417325
500,Les Petits Pois,5,,,,,,https://www.instagram.com/lespetitspoisparis/?hl=fr,https://www.instagram.com/lespetitspoisparis?hl=fr,,,,UNKNOWN,UNKNOWN,ChIJqXyMIAJx5kcR36OLSAlfvKg,48.8438073,2.354724
501,Maison Cluny,5,,,,,,https://www.maison-cluny.fr/,,,,,UNKNOWN,UNKNOWN,ChIJRVLtzt5x5kcRr41EDZ8g96A,48.8505349,2.3448444
502,Mirama,5,,,,,,https://www.mirama.fr/,,,,,UNKNOWN,UNKNOWN,ChIJkRN2z-Bx5kcRnlFqj0aaOWc,48.8517108,2.3461448
504,narro,5,,,,,,https://www.restaurantnarro.fr/,,,,,UNKNOWN,UNKNOWN,ChIJCe2kw4tx5kcRsWvWE--Pn68,48.8449342,2.3495977
509,OTTO - MOUFFETARD,5,,,,,,https://www.otto-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJx6VuJ2dx5kcRpX-dsyUlkL0,48.8448489,2.3493675
511,Pirosmani Restaurant,5,,,,,,,,https://www.facebook.com/pages/category/Restaurant/Pirosmani-155187897881545,,,UNKNOWN,UNKNOWN,ChIJfypvruBx5kcRr4s8pLIB7as,48.8515539,2.344624
513,Respiro,5,,,,,,https://www.respiro-trattoria-pizzeria.com/,,,,,UNKNOWN,UNKNOWN,ChIJQbFakgJx5kcRaAgMrR-ZCNU,48.8505216,2.3495002
483,Restaurant Godjo,5,,,,,,https://www.godjo.paris/,,,,,UNKNOWN,UNKNOWN,ChIJ7f46auZx5kcRbK4GnIqWG-o,48.8476459,2.3479967
516,Rôtisserie Segar,5,,,,,,https://www.instagram.com/rotisserie_segar/,https://www.instagram.com/rotisserie_segar,,,,UNKNOWN,UNKNOWN,ChIJmdE7F5Bx5kcR3GxZniz1XGw,48.8406621,2.3497999
519,Sola,5,,,,,,https://www.restaurant-sola.com/,,,,,UNKNOWN,UNKNOWN,ChIJZ3ZKSOFx5kcRJa7xR8aZU_g,48.851605,2.3483134
520,Solstice,5,,,,,,https://solsticeparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJ_WtRdqJx5kcRejxK758qNRs,48.8401797,2.3458093
523,Terra Nera,5,,,,,,http://terranera.fr/,,,,,UNKNOWN,UNKNOWN,ChIJF2r0D-hx5kcReqneTycZGEE,48.8454016,2.3442824
525,U Mulinu,5,,,,,,https://www.umulinuparis.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ97Ogm_Zx5kcRFfVKdrGnpEk,48.8410497,2.3622432
536,Allard,6,,wine_bar,casual,,,https://www.restaurant-allard.fr/,,,,,UNKNOWN,UNKNOWN,ChIJfdZi-d5x5kcR2Ez_J64oZWY,48.8533444,2.3410139
537,Ambassade de Bourgogne,6,,wine_bar,casual,,,https://www.ambassadedebourgogne.com/,,,,,UNKNOWN,UNKNOWN,ChIJqVhOqt5x5kcRwWhrDCCa7Sw,48.8512706,2.3385973
539,Anima,6,,wine_bar,casual,,,https://anima.paris/,,,,,UNKNOWN,UNKNOWN,ChIJozVh8tJx5kcRJeJGiwBx5-E,48.8480489,2.323452
540,ATELIER d'ANDRÉ - Bistrot & Vins fins,6,,"bistro, wine_bar","casual, classic",,,https://www.atelier-andre.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ-XDE9HZx5kcRGebhD8qQscY,48.853436,2.3417021
546,Bazurto,6,,wine_bar,casual,,,https://www.bazurtorestaurant.com/,,,,,UNKNOWN,UNKNOWN,ChIJ35uK1sRx5kcR6AOvKADRLyY,48.8533513,2.3386892
561,Chez Nous,6,,wine_bar,casual,,,http://www.cheznousparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJdddyXd9x5kcRQy5_exrssug,48.8558135,2.3401345
568,Comptoirs Les Deux Magots,6,,bakery,casual,,,https://comptoirs-lesdeuxmagots.fr/pages/home,,,,,UNKNOWN,UNKNOWN,ChIJeUxpUwBx5kcR1EKRVhaMs7A,48.853811,2.338155
570,Dandino,6,,wine_bar,casual,,,http://www.dandinoparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJ9UcutI1x5kcRfF0FYkwjN1E,48.8540243,2.3378037
585,GRAIN[S],6,,wine_bar,casual,,,https://grains.becsparisiens.fr/,,,,,UNKNOWN,UNKNOWN,ChIJqU2hlr1x5kcReiWdQSCxg08,48.8524951,2.3349481
1929,L'ouzeri Paris Odéon,6,,wine_bar,casual,,,https://www.etsi-paris.fr/l-ouzeri,,,,,UNKNOWN,UNKNOWN,ChIJ1RQbBdJx5kcRNRXVAN7WOeo,48.853009,2.3379268
602,La Closerie des Lilas,6,,cafe,casual,,,https://www.closeriedeslilas.fr/,,,,,UNKNOWN,UNKNOWN,ChIJD0MBxsZx5kcREfMy9IsrUTo,48.8401436,2.3360432
606,La Gentiane,6,,wine_bar,casual,,,http://www.gillespudlowski.com/136500/restaurants/paris-6e-une-gentiane-comme-en-auvergne,,,,,UNKNOWN,UNKNOWN,ChIJj8CaWc5x5kcR-sUhyQQt8h0,48.8442446,2.3285851
607,La Grande Crèmerie,6,,wine_bar,casual,,,https://lagrandecremerie-paris.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJKY6xOtlx5kcRc_O8WVzb5VY,48.8533765,2.3378425
618,Le Choupinet,6,,"cafe, wine_bar",casual,,,http://lechoupinet.com/,,,,,UNKNOWN,UNKNOWN,ChIJBaN9AwBx5kcRiSRrpHFLFbo,48.8476555,2.3407853
622,Le Petit Lutetia,6,,wine_bar,casual,,,https://le-petit-lutetia.paris/,,,,,UNKNOWN,UNKNOWN,ChIJQbl4Oi1w5kcReJP1pryXC6g,48.8483386,2.3206375
624,Le Pont Traversé Paris 6,6,,cafe,casual,,,https://leponttraverse.com/,,,,,UNKNOWN,UNKNOWN,ChIJn2Jie9Bx5kcR_1okUEsMhN0,48.8485797,2.3318071
645,Le Procope,6,,cafe,casual,,,https://www.procope.com/,,,,,UNKNOWN,UNKNOWN,ChIJdQn7zN5x5kcRhKnVo8EDJS0,48.8529913,2.3387975
1579,Le Select (Paris),6,,wine_bar,casual,,,https://www.leselectmontparnasse.fr/,,,,,UNKNOWN,UNKNOWN,ChIJPcO4w85x5kcRjh9ZKp6tkPQ,48.8426118,2.3284069
629,Marcello,6,,wine_bar,casual,,,https://www.marcello-paris.com/en,,,,,UNKNOWN,UNKNOWN,ChIJwVHvmdlx5kcRO5SVWuNx8ns,48.8523771,2.3350184
635,Oenosteria,6,,wine_bar,casual,,,https://www.oenosteria.fr/,,,,,UNKNOWN,UNKNOWN,ChIJzQQDRNlx5kcRddzbbLcmMJI,48.852116,2.337445
638,Osaba,6,,wine_bar,casual,,,https://www.osaba.fr/,,,,,UNKNOWN,UNKNOWN,ChIJPQeCNdJx5kcRLP2GIeCgpCE,48.8488999,2.3256229
642,Polidor,6,,wine_bar,casual,,,https://www.polidor.com/en/home,,,,,UNKNOWN,UNKNOWN,ChIJUy4Drt5x5kcRkHl_c9NVwDM,48.8498263,2.34018
663,The Smiths Bakery,6,,"bakery, cafe",casual,,,https://thesmithsbakery.shop/,,https://www.facebook.com/TheSmithsBakeryParis,,,UNKNOWN,UNKNOWN,ChIJk0zF39hx5kcRBn8cQxes_3M,48.8539362,2.3372788
669,Yabaï Sando,6,,"bakery, cafe",casual,,,https://www.yabaisando.com/,,,,,UNKNOWN,UNKNOWN,ChIJL7xb4W1x5kcRbV05Ajbq1HY,48.8516601,2.3381322
548,Benchy,6,,,casual,,,,https://www.instagram.com/benchyparis,,,,UNKNOWN,UNKNOWN,ChIJCaTO3Mtx5kcRftP7RbMGVyI,48.849221,2.325675
584,La Diva des Prés,6,,,casual,,,https://ladivadespres.com/,,,,,UNKNOWN,UNKNOWN,ChIJFxCm1Ylx5kcR3zje0Un7i10,48.8535748,2.337083
628,Localino,6,,,casual,,,https://www.instagram.com/localinoparis?igsh=MWIyeXFiMjFrcDB6aw==,https://www.instagram.com/localinoparis?hl=en,,,,UNKNOWN,UNKNOWN,ChIJS72j9xlx5kcRN6Lgmkb_wZ8,48.8510442,2.3385414
1482,Noisette,6,,,casual,,,http://restaurantnoisette.fr/,,,,,UNKNOWN,UNKNOWN,ChIJR7x_sQtx5kcR14Z4Owi1n2Y,48.8422319,2.3297247
641,Pizza Chic,6,,,casual,,,https://www.pizzachic.fr/,,,,,UNKNOWN,UNKNOWN,ChIJwTVc3dBx5kcRWgAu9Ociy_w,48.8501944,2.3307223
594,Takuto,6,,,casual,,,http://www.takuto.fr/,https://www.instagram.com/takuto.paris,,,,UNKNOWN,UNKNOWN,ChIJHZ6sv6lx5kcRvF0KFMl_yDs,48.8541356,2.3370418
595,Ze Kitchen Galerie,6,,,casual,,,https://zekitchengalerie.fr/restaurant/ze-kitchen-galerie,,,,,UNKNOWN,UNKNOWN,ChIJGxxYC99x5kcRpd3qg8kfdgA,48.855031,2.341172
535,AGATA,6,,,,,,https://agata-pizzeria.com/,,,,,UNKNOWN,UNKNOWN,ChIJ-xYtaQJx5kcRjDVl4LD5F4g,48.8534859,2.335274
538,Ambos,6,,,,,,https://www.ambos-restaurant.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ660fev5x5kcRpI1e5zXVhr8,48.8493205,2.335224
541,Au Chai De L' Abbaye,6,,,,,,https://auchaidelabbaye.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJDZwtHdlx5kcRHI8liNk8ZKM,48.8537477,2.3365394
544,Azabu,6,,,,,,https://www.azabuparis.com/,,,,,UNKNOWN,UNKNOWN,ChIJ5bbiKN9x5kcR4AMl8wDD7d4,48.8541302,2.339112
545,Baillotte,6,,,,,,https://www.restaurantbaillotte.fr/,,,,,UNKNOWN,UNKNOWN,ChIJkx6OB6dx5kcRmoa3OG1oEls,48.8535373,2.3308734
677,BICLA - Tacos de Canasta (restaurant traditionnel mexicain),6,,,,,,https://bicla.fr/,,,,,UNKNOWN,UNKNOWN,ChIJRx4ytz5x5kcRGWv3lG3N5-I,48.8486006,2.3402486
551,Blueberry Maki Bar,6,,,,,,https://www.blueberrymakibar.com/en,,,,,UNKNOWN,UNKNOWN,ChIJ4bG0R-px5kcR-YufGIIXUkc,48.8527706,2.3314671
552,Bouillon Chartier Montparnasse,6,,,,,,https://www.bouillon-chartier.com/montparnasse,,,,,UNKNOWN,UNKNOWN,ChIJ3RzfHs1x5kcRpBYaFaRZw5k,48.8442908,2.3233219
672,BRASS,6,,,,,,https://brass.paris/,,,,,UNKNOWN,UNKNOWN,ChIJAwbRTABx5kcR_dE0UrjoRjc,48.8529418,2.3360222
553,Brasserie des Prés,6,,,,,,https://nouvellegardegroupe.com/brasserie-des-pres/infos-reservations,,,,,UNKNOWN,UNKNOWN,ChIJm_Si8glx5kcRd7Uq3X0ww6k,48.8529451,2.3391987
554,Brasserie Lutetia,6,,,,,,https://www.hotellutetia.com/fr/brasserie,,,,,UNKNOWN,UNKNOWN,ChIJOz7If5hx5kcRJ27muAb4VHY,48.8512823,2.3271293
557,Casa Bini,6,,,,,,https://www.casabini.fr/,,,,,UNKNOWN,UNKNOWN,ChIJRT1VQdlx5kcRTsL38261t3Q,48.8522803,2.3374452
675,Cassaro's,6,,,,,,https://www.cassaros.fr/,,,,,UNKNOWN,UNKNOWN,ChIJoSy-vOlx5kcRGlFJueDgbME,48.8536459,2.3367387
558,Chez Fernand,6,,,,,,https://www.restaurantchezfernand.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ-1qyjdlx5kcRMX6oCe8oXzg,48.8518468,2.3344106
560,Chez Marcel,6,,,,,,https://chezmarcel.cool/,,,,,UNKNOWN,UNKNOWN,ChIJ13Is9M5x5kcRUKPKwh3phn0,48.8437602,2.3284019
566,Coffee Club,6,,,,,,https://coffee-club.fr/,,,,,UNKNOWN,UNKNOWN,ChIJtU5zMcRx5kcRH6GOdPdq7_I,48.8421104,2.335263
567,Colvert,6,,,,,,https://colvert.paris/,,,,,UNKNOWN,UNKNOWN,ChIJIdwiG8xx5kcR1VFti1Sth6s,48.853583,2.3401589
569,Cosi,6,,,,,,http://www.facebook.com/Cosi-126474794072452/,,https://www.facebook.com/people/Cosi/100067212604658,,,UNKNOWN,UNKNOWN,ChIJYVDa49hx5kcR-HSbZ8Zta8I,48.8541217,2.3368896
572,Didon,6,,,,,,https://didonrestaurant.com/en,,,,,UNKNOWN,UNKNOWN,ChIJmUnWNT1x5kcR8EL2VvKUH1Q,48.8537625,2.3311074
1463,Douze Paris,6,,,,,,https://douze.paris/,,,,,UNKNOWN,UNKNOWN,ChIJyzfyiPhx5kcRQ1Uj5qJftlA,48.854045,2.3303
573,Dragon - Cyril Lignac,6,,,,,,https://dragoncyrillignac.com/,,,,,UNKNOWN,UNKNOWN,ChIJV58PVihx5kcR1iBUTf4eSxY,48.8526515,2.3304688
574,Ducky's,6,,,,,,https://www.duckys.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ4X7yYsZx5kcRVWcDbOW0Fds,48.8405755,2.334641
575,Dupin,6,,,,,,https://www.restaurantdupin.com/,,,,,UNKNOWN,UNKNOWN,ChIJbVnmudNx5kcR1IA4uTrdgM4,48.8497811,2.3254604
577,Evi Evane Restaurant,6,,,,,,https://www.evievane.com/restaurant/index.php/fr,,,,,UNKNOWN,UNKNOWN,ChIJS3Ywjdlx5kcRTA0vouV1fYQ,48.851904,2.334296
580,Freddy,6,,,,,,https://freddy-paris.shop/,,https://www.facebook.com/freddys.paris,,,UNKNOWN,UNKNOWN,ChIJfdVN49hx5kcRuAiELF2j7gI,48.8540895,2.3368976
587,HANDO Parisian Handroll Sèvres,6,,,,,,https://www.handroll.fr/,https://www.instagram.com/handohandroll,,,,UNKNOWN,UNKNOWN,ChIJl8oH3fRx5kcRMP4vN_R09FM,48.8491426,2.3222587
589,Huitrerie Régis,6,,,,,,https://huitrerie-regis.com/en/home,,,,,UNKNOWN,UNKNOWN,ChIJP6KsC9lx5kcREyHuyMJVza4,48.852766,2.336006
590,Jixiao’s Buns,6,,,,,,https://jixiaosbuns.fr/en,,,,,UNKNOWN,UNKNOWN,ChIJ24UHGkFx5kcRVW4NQuVHIv4,48.8540473,2.3432704
591,Joséphine Chez Dumonet,6,,,,,,https://chezdumonet.com/,,,,,UNKNOWN,UNKNOWN,ChIJUa6ZvTJw5kcR3W8PtZgq2A8,48.8457904,2.3198704
597,L'ABRAISE,6,,,,,,https://www.labraise-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJkxdJfYxx5kcR3o8OafTbcbg,48.8457904,2.3198704
600,La Boissonnerie,6,,,,,,https://www.fishlaboissonnerie.com/,,,,,UNKNOWN,UNKNOWN,ChIJbRyx5thx5kcRe4a41yI2kgw,48.8542133,2.3370615
605,La Ferrandaise restaurant de terroir Paris 6 table gourmande Gault&Millau 2026,6,,,,,,https://laferrandaise.com/,,,,,UNKNOWN,UNKNOWN,ChIJL3BIWChx5kcRhTX3ZW6ji5E,48.8490648,2.3398735
608,La Grivoiserie,6,,,,,,https://lagrivoiserie.fr/,,,,,UNKNOWN,UNKNOWN,ChIJAUhOIRtx5kcR_2YSAPhmPsU,48.844203,2.329967
609,La Maison du Jardin,6,,,,,,https://restaurant-lamaisondujardin.fr/,,,,,UNKNOWN,UNKNOWN,ChIJWyUaZtBx5kcRiExEmuDrIkE,48.8482436,2.3314387
610,La Palette,6,,,,,,https://www.lapalette-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJyfO5k9hx5kcREL2ZZVRFexE,48.8554318,2.3368618
612,La Table du Luxembourg,6,,,,,,https://www.latableduluxembourg.com/,,,,,UNKNOWN,UNKNOWN,ChIJ4RJjzdpx5kcRhLgFl8MoLeE,48.8464714,2.3344889
613,Le 27 Madame,6,,,,,,https://www.le27madame.com/,,,,,UNKNOWN,UNKNOWN,ChIJQSKYkNBx5kcRzhNAu3ZMc34,48.8497788,2.3318609
615,Le Bon Saint Pourçain,6,,,,,,https://www.bonsaintpourcain.com/,,,,,UNKNOWN,UNKNOWN,ChIJh_fyR9px5kcR7n63bBInsnI,48.8500729,2.3346529
617,Le Cherche Midi,6,,,,,,https://lecherchemidi.fr/,,,,,UNKNOWN,UNKNOWN,ChIJgYBGRNFx5kcRPK4FMFgg3SM,48.850703,2.328005
619,Le comptoir du Relais,6,,,,,,https://www.hotel-paris-relais-saint-germain.com/restaurants/le-comptoir,,,,,UNKNOWN,UNKNOWN,ChIJlz74sd5x5kcRJKnMHqMw2x8,48.8519753,2.3388371
620,Le Méchoui du Prince,6,,,,,,https://www.lemechouiduprince.com/,,,,,UNKNOWN,UNKNOWN,ChIJMY56Wtxx5kcRVdSHXDG0C00,48.849151,2.340191
621,Le Petit Bouillon Vavin,6,,,,,,https://petitbouillonvavin.fr/,,,,,UNKNOWN,UNKNOWN,ChIJV_hp2l9x5kcRzNhaXizdWao,48.841937,2.3305309
623,Le Petit Verdot,6,,,,,,https://www.le-petit-verdot.com/,,,,,UNKNOWN,UNKNOWN,ChIJD7vH8tJx5kcR5W0eYeNTLnw,48.847869,2.323569
627,Lobineau,6,,,,,,https://lobineau.business.site/,,,,,UNKNOWN,UNKNOWN,ChIJdcRCe9lx5kcRdfHFZLgzEbk,48.851672,2.336312
1201,Luisa Maria,6,,,,,,https://maria-luisa.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJZ93xFdxx5kcR2EzAeVgToiM,48.8506814,2.3395482
630,Meshuga,6,,,,,,https://www.meshuga.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ4xaUA7tx5kcROqjf-D9TutU,48.8447258,2.332261
633,MORDU Saint Germain des Prés - Paris,6,,,,,,https://www.mordu.paris/,,,,,UNKNOWN,UNKNOWN,ChIJn6QLUaBx5kcROpFEE2z50zc,48.852238,2.3365184
636,Oktobre,6,,,,,,https://oktobre.fr/,,,,,UNKNOWN,UNKNOWN,ChIJL4Y_4t5x5kcRaQHOzdKOpiM,48.8537509,2.3404345
643,Poulet Poulette,6,,,,,,https://pouletpoulette.zenchef.com/,,,,,UNKNOWN,UNKNOWN,ChIJ2Rvgpc1x5kcRWFAFs2QV3iE,48.8447544,2.3242047
644,Près de Seine,6,,,,,,https://www.pres-de-seine.com/,,,,,UNKNOWN,UNKNOWN,ChIJoXnnfztv5kcRnt1s430jSmc,48.8564799,2.3367901
647,Quinsou,6,,,,,,https://www.quinsourestaurant.fr/,,,,,UNKNOWN,UNKNOWN,ChIJh1sXFdJx5kcRPk-FmWcYRfU,48.8476986,2.3254896
559,Restaurant Chez Lionel Paris 6,6,,,,,,https://www.facebook.com/Chez-Lionel-Restaurant-2202328413425830/?modal=admin_todo_tour,,https://www.facebook.com/people/Chez-Lionel-Restaurant/100063455292964?modal=admin_todo_tour,,,UNKNOWN,UNKNOWN,ChIJcak_tpFx5kcRl-j0PUkdMww,48.8417865,2.3314644
676,Sant Ambroeus Paris,6,,,,,,https://www.santambroeus.com/fr-fr/pages/location-paris,,,,,UNKNOWN,UNKNOWN,ChIJKYkNn-dx5kcRA6_FZSnmNCA,48.854716,2.333106
649,Sauvage,6,,,,,,http://sauvageparis6.net/,,https://www.facebook.com/cave.sauvage,,,UNKNOWN,UNKNOWN,ChIJwevGTdJx5kcRzLxsY0RXPQQ,48.8486151,2.3250093
651,Seulement Sea,6,,,,,,http://seulementsea.com/,,,,,UNKNOWN,UNKNOWN,ChIJs5xvt0hx5kcRwlLUWKQw0JE,48.8516544,2.3361099
652,SHIRO,6,,,,,,https://www.restaurantshiro.fr/,,,,,UNKNOWN,UNKNOWN,ChIJedgdvH5x5kcRmuo2q7c976w,48.8534752,2.3353283
657,Spiti Sou,6,,,,,,https://www.spitisou.fr/,,,,,UNKNOWN,UNKNOWN,ChIJG-AIDLVx5kcRMnQOVEM8wx0,48.8552528,2.3414085
658,Steam Bar,6,,,,,,https://steambar.fr/en,,,,,UNKNOWN,UNKNOWN,ChIJc9o6Yupx5kcRznObTp2ITIE,48.8528738,2.3313927
650,Sétopa,6,,,,,,https://www.instagram.com/setopa_paris?igsh=MWoyMjM2MDM0bTJxdg==,https://www.instagram.com/setopa_paris,,,,UNKNOWN,UNKNOWN,ChIJl8BALABx5kcRcqB9X8pffNA,48.8517392,2.3394058
654,Sôma Sando,6,,,,,,http://www.restaurants-soma.fr/soma-sando.html,https://www.instagram.com/somasando_paris_6,,,,UNKNOWN,UNKNOWN,ChIJc0B4qqdx5kcRZG4gRs1dJz4,48.8486408,2.3318359
660,TaoKan,6,,,,,,https://www.taokan.fr/,,,,,UNKNOWN,UNKNOWN,ChIJT3dmQNdx5kcROH3SNWmKGhY,48.8526252,2.331509
101,TranTranZai,6,,,,,,https://trantranzai.fr/,,,,,UNKNOWN,UNKNOWN,ChIJkaroF1Nx5kcRwtSaDYsIELU,48.8446794,2.3221072
665,Tsukizi,6,,,,,,https://www.tsukizi.fr/,,https://www.facebook.com/pages/Sushi-Tsukizi/146282612083900,,,UNKNOWN,UNKNOWN,ChIJBVh4xtlx5kcRtDpXLQmLIlI,48.8532369,2.3339897
666,Vita Ristorante,6,,,,,,https://vita-ristorante.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJFzwR6UVx5kcRnrQTWYKgjSE,48.8506406,2.3416042
670,Yen,6,,,,,,https://www.yen-paris.fr/en/main,,,,,UNKNOWN,UNKNOWN,ChIJDaBthtdx5kcR9uLGSbVrKlw,48.854484,2.332758
671,Yoshinori,6,,,,,,https://www.yoshinori-paris.com/,,,,,UNKNOWN,UNKNOWN,ChIJtUlMOtlx5kcRJS7U0OQIPYc,48.8530058,2.3377407
680,Al Dente,7,,wine_bar,casual,,,http://www.restaurantaldente.com/,,,,,UNKNOWN,UNKNOWN,ChIJpafTH9Vx5kcRFYDBkk2LCdc,48.8542917,2.3233472
688,Bistrot Belhara,7,,bistro,"casual, classic",,,https://bistrotbelhara.com/,,,,,UNKNOWN,UNKNOWN,ChIJHYW4eidw5kcRDoD3rxP6jzc,48.8564004,2.3074505
691,Café des Ministères,7,,"cafe, wine_bar",casual,,,https://www.cafedesministeres.fr/,,,,,UNKNOWN,UNKNOWN,ChIJ7ei1YNRv5kcRRf7j0QY-e2g,48.8606173,2.3192166
693,Café Max,7,,cafe,casual,,,https://www.cafemax.fr/fr,,,,,UNKNOWN,UNKNOWN,ChIJeR7djCdw5kcROp_vWMyonpY,48.8564899,2.3092948
89,Café Petibon,7,,cafe,casual,,,https://petibon.fr/#boutique,,,,,UNKNOWN,UNKNOWN,ChIJ2wqD8KRx5kcRrJWqG2dQ2_4,48.8564265,2.3068067
705,Francette,7,,wine_bar,casual,,,https://francette.paris/,,,,,UNKNOWN,UNKNOWN,ChIJU3if9Zxv5kcRJfwyLlF2eds,48.858805,2.2913978
2352,Gloria Osteria Paris,7,,wine_bar,casual,,Test,https://gloria-osteria.com/fr/gloria-osteria-paris?tracking=mybusiness-website&utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,,,,,UNKNOWN,UNKNOWN,ChIJe7cQj3Zv5kcRJ0YfQ8LFNzc,48.8588278,2.3282601
766,Iodé Sushi,7,,sushi,casual,,,https://www.iodesushi.com/en,,,,,UNKNOWN,UNKNOWN,ChIJA_gRYe9v5kcRZHj8tcIttxE,48.8584983,2.3028387
