Sheet Row Number,Name,Arrondissement,MVP Selection Reason,Favorite,Cuisine,Vibe,Features,Address,Postal Code,Website,Instagram,Google Place ID,Latitude,Longitude
930,Benjamin Schmitt Restaurant,9,manual_essential,,,casual,,"41 Rue Catherine de la Rochefoucauld, 75009 Paris, France",75009,https://schmittrestaurant.fr/,,ChIJU22EryVv5kcR3XLR1CB5D68,48.8798528,2.3349295
931,Bien Élevé,9,manual_essential,,,,,"47 Rue Richer, 75009 Paris, France",75009,http://www.bieneleve.fr/,,ChIJFU0rAj9u5kcRMB0C1loHk70,48.8740003,2.3433307
937,Bleu Bao,9,manual_essential,,,casual,,"8 Rue Saint-Lazare, 75009 Paris, France",75009,https://www.baofamily.co/bleu-bao,,ChIJw6rkxQRv5kcRDnWJAoztlyo,48.8769273,2.3383897
939,Bouillon Chartier Grands Boulevards,9,manual_essential,,,,,"7 Rue du Faubourg Montmartre, 75009 Paris, France",75009,https://www.bouillon-chartier.com/grands-boulevards,,ChIJ4xutfT5u5kcRaJn2NkiOhPU,48.8719224,2.3430304
941,Brion Restaurant,9,manual_essential,,,,,"17 Rue Lamartine, 75009 Paris, France",75009,https://www.brion-restaurant.fr/,,ChIJAZdKRQBv5kcRYra1a9IvCL4,48.8764088,2.341863
943,Buvette Paris,9,manual_essential,,wine_bar,casual,,"28 Rue Henry Monnier, 75009 Paris, France",75009,https://ilovebuvette.com/eat-drink-paris-location,,ChIJcQXFZkZu5kcRM7dlSZoQVK8,48.88044,2.3377375
944,Calice Alto,9,manual_essential,,"cafe, wine_bar",casual,,"4 Rue de Parme, 75009 Paris, France",75009,https://calicealto.com/,,ChIJOWCzr85v5kcRin495oFWGRY,48.8814023,2.3280501
938,LAZU Restaurant (Bouillon47),9,manual_essential,,,casual,,"47 Rue Marguerite de Rochechouart, 75009 Paris, France",75009,https://www.lazu.fr/,https://www.instagram.com/lazu_comptoir,ChIJk1bIy0Fu5kcR2hnJCvRJpm0,48.8790957,2.3454481
947,Le Carmen,9,manual_essential,,wine_bar,casual,,"34 Rue Duperré, 75009 Paris, France",75009,http://www.le-carmen.fr/,,ChIJH1ZMNk9u5kcRHg_dVYwGDnU,48.8820846,2.3342194
946,Restaurant Can Alegria Paris Pigalle,9,manual_essential,,wine_bar,casual,,"73 Rue Jean-Baptiste Pigalle, 75009 Paris, France",75009,https://www.canalegriaparis.com/,,ChIJs81H3kVu5kcRl15R15_7vuI,48.8817751,2.3367717
1098,Afendi,10,manual_essential,,,,,"84 Rue du Faubourg Saint-Denis, 75010 Paris, France",75010,https://afendi-paris.com/,,ChIJ6Q-dHmJv5kcRJJTIKtUHqHY,48.87386,2.355256
1101,Ama,10,manual_essential,,,,,"2 Rue Bichat, 75010 Paris, France",75010,https://www.ama-paris.fr/,,ChIJF-etFpht5kcR4VXGgtnctj4,48.8695859,2.3693877
1102,Arbela,10,manual_essential,,wine_bar,casual,,"49 Rue de l'Échiquier, 75010 Paris, France",75010,https://arbelarestaurant.com/,,ChIJqcc_Ylxv5kcRm0Hi3jhQmCI,48.8718192,2.3483678
1103,Baba Zulu Soul Food & Southern Kitchen,10,manual_essential,,,,,"23 Rue Beaurepaire, 75010 Paris, France",75010,,https://www.instagram.com/baba_zulu_paris,ChIJ9y9rquVv5kcRvlEXSjDs0fg,48.871174,2.364065
1104,BARAK - Poissonnière,10,manual_essential,,,,,"62 Rue du Faubourg Poissonnière, 75010 Paris, France",75010,https://barak.fr/,,ChIJzUNl1P9v5kcRVC0b3b3W-Uc,48.8754581,2.3483696
1105,Billili,10,manual_essential,,,,,"136 Rue du Faubourg Poissonnière, 75010 Paris, France",75010,https://www.facebook.com/Billili-188000842132545/,,ChIJsXTpwFVv5kcRF3fX9d7Sy4g,48.8806669,2.3499621
1106,Blossom Burgers,10,manual_essential,,wine_bar,casual,,"26 Rue de Chabrol, 75010 Paris, France",75010,https://www.blossomburgers.com/,,ChIJU8bmhndv5kcRZjb0PmOiCs4,48.8769385,2.3531915
1107,BMK Paris-Bamako,10,manual_essential,,,,,"14 Rue de la Fidélité, 75010 Paris, France",75010,https://www.bmkparis.com/decouvrez-bmk-parisbamako,,ChIJVVXZmRJu5kcRmgQIviloayA,48.8746394,2.356529
1110,Bomaye Burger Paradis,10,manual_essential,,,,,"16 Rue de Paradis, 75010 Paris, France",75010,https://www.bomayeclub.com/,,ChIJp-lQJMhv5kcR1XpBMSPaaqM,48.8748586,2.3538422
1111,Bonhomie,10,manual_essential,,wine_bar,casual,,"22 Rue d'Enghien, 75010 Paris, France",75010,http://www.bonhomie.paris/,,ChIJQ48wCRRu5kcRv6UbLjz_4xo,48.8720381,2.3511742
1112,Bopome,10,manual_essential,,,,,"48 Rue de Lancry, 75010 Paris, France",75010,https://bopome.business.site/,,ChIJ__8D9gtu5kcRZC8yMM8sDGA,48.8718855,2.3626481
1113,Bouillon Julien,10,manual_essential,,,,,"16 Rue du Faubourg Saint-Denis, 75010 Paris, France",75010,https://www.bouillon-julien.com/,,ChIJg8kIZRFu5kcRULZqe9xS-a0,48.8705635,2.3532275
1114,Brasserie Bellanger,10,manual_essential,,,,,"140 Rue du Faubourg Poissonnière, 75010 Paris, France",75010,https://nouvellegardegroupe.com/en/bellanger/infos,,ChIJLzkwDG5v5kcR4iljevWUw_M,48.8809206,2.3500288
1115,Bricktop Pizza,10,manual_essential,,,casual,,"153 Quai de Valmy, 75010 Paris, France",75010,https://www.bricktoppizza.com/pizzeria-paris,,ChIJjY2N-3Ru5kcRF_2u69DL6E4,48.8780258,2.3655315
1099,ÅKE - Table & Vin,10,manual_essential,,,,,"8 Rue Marie et Louise, 75010 Paris, France",75010,https://www.akeparis.fr/,,ChIJP8ofonVv5kcRgtGn-1DTzEM,48.8719807,2.3668728
1259,21G Dumpling,11,manual_essential,,,,,"167 Rue du Faubourg Saint-Antoine, 75011 Paris, France",75011,https://21g-dumpling.com/#dimsum,,ChIJuar21Ahy5kcRiV8h1eTWGuo,48.850597,2.380291
1260,Aglio e Olio - Paris 11,11,manual_essential,,,,,"5 Rue Guillaume Bertrand, 75011 Paris, France",75011,https://www.aglioeolio.fr/,,ChIJm_uIJ_dt5kcRwABkDmSqco8,48.8633406,2.3797486
1261,Alluma,11,manual_essential,,,,,"151 Rue Saint-Maur, 75011 Paris, France",75011,https://alluma-paris.com/,,ChIJPxGQOx9t5kcRmczlkAOj3Ps,48.8681517,2.3749043
1262,Astier,11,manual_essential,,,,,"44 Rue Jean-Pierre Timbaud, 75011 Paris, France",75011,http://www.restaurant-astier.com/,,ChIJl7wVSONt5kcRoHde85_JmhI,48.8662143,2.37203
1263,Au petit Panisse,11,manual_essential,,cafe,casual,,"35 Rue de Montreuil, 75011 Paris, France",75011,,https://www.instagram.com/aupetitpanisse?hl=en,ChIJT7bvfAty5kcR-Sls7rcwHJg,48.8505542,2.3866997
1264,Auberge Pyrénées Cévennes,11,manual_essential,,,,,"106 Rue de la Folie Méricourt, 75011 Paris, France",75011,https://www.auberge-pyrenees-cevennes.fr/,,ChIJefB79Qhu5kcR8JGnXLP6u0I,48.867897,2.3688557
1265,AVE Pizza Romana - République,11,manual_essential,,pizza,casual,,"90 Rue de la Folie Méricourt, 75011 Paris, France",75011,https://www.avepizzaromana.com/,,ChIJp5lAwuJt5kcR4IXZ-PKxOlI,48.8669478,2.3696267
1266,Ayahuma Restaurant,11,manual_essential,,,,,"74 Rue Léon Frot, 75011 Paris, France",75011,https://www.ayahuma.fr/,,ChIJM9-35zlt5kcRllSr_L4eSKg,48.8572528,2.3851462
1270,Bidoche Oberkampf,11,manual_essential,,,,,"7 Rue Jean-Pierre Timbaud, 75011 Paris, France",75011,http://bidoche.fr/,,ChIJMdg38Adu5kcRCYKyrWurSOQ,48.865019,2.3669121
1253,Bistrot Ordinaire,11,manual_essential,,bistro,"casual, classic",,"19 Rue Keller, 75011 Paris, France",75011,,https://www.instagram.com/bistrotordinaire,ChIJTYQHwpxz5kcRgCFlMBK-qic,48.854862,2.3756013
1255,Cherry Paris,11,manual_essential,,,,,"30 Bis Rue Popincourt, 75011 Paris, France",75011,https://www.cherryparis.com/,https://www.instagram.com/cherry.paris_?hl=fr,ChIJZUZ_0BBu5kcRZnuIziXr3gA,48.858575,2.3768397
1268,LE GRAND BALLS | Cuisine méditerranéenne,11,manual_essential,,,,,"47 Rue Saint-Maur, 75011 Paris, France",75011,http://www.ballsrestaurant.fr/,,ChIJg1756fBt5kcR82KOYx4NyZI,48.8618632,2.3803055
1256,Mangez et cassez-vous,11,manual_essential,,,,,"64 Rue Alexandre Dumas, 75011 Paris, France",75011,https://www.instagram.com/mangezetcassezvous,https://www.instagram.com/mangezetcassezvous,ChIJjQHiyE5z5kcRnpi269qIHDs,48.8540214,2.395007
1258,Sürpriz,11,manual_essential,,,casual,,"110 Rue Oberkampf, 75011 Paris, France",75011,https://surpriz.paris/pages/story,,ChIJS3pDR-9t5kcRMc9G7WPYbCA,48.86596,2.3790803
1257,Théâtre du Roi René,11,manual_essential,,,,,"12 Rue Édouard-Lockroy, 75011 Paris, France",75011,https://www.theatreduroirene.com/,https://www.instagram.com/roi_rene_?hl=en,ChIJUVJetORt5kcRr38mFS4l9ao,48.8658185,2.3745794
1440,Bistro S,12,manual_essential,,bistro,"casual, classic",,"7 Rue Saint-Nicolas, 75012 Paris, France",75012,https://www.bistros.fr/,,ChIJBZelTGpz5kcRukAhjolGzIk,48.8509389,2.3742997
1442,Grand Bleu,12,manual_essential,,wine_bar,casual,,"67 Bd de la Bastille, 75012 Paris, France",75012,https://grandbleu-bastille.com/,,ChIJ0c46iwJy5kcRkzZrIReMjcU,48.851017,2.368606
1444,JINCHAN Shokudo,12,manual_essential,,,,,"154 Rue du Faubourg Saint-Antoine, 75012 Paris, France",75012,https://www.jinchan.fr/,,ChIJKx5y_NVz5kcRw5AOIz_3lsE,48.8502985,2.3806007
1445,Jouvence,12,manual_essential,,wine_bar,casual,,"172 Bis Rue du Faubourg Saint-Antoine, 75012 Paris, France",75012,https://www.jouvence.paris/#1,,ChIJSRmutQ5y5kcRIPnSJ8cG0l4,48.850231,2.3821274
1446,L'Ébauchoir,12,manual_essential,,,,,"43-45 Rue de Cîteaux, 75012 Paris, France",75012,https://www.lebauchoir.com/,,ChIJ37Xhzw5y5kcRr2FfxIiIF_w,48.8498715,2.3811387
1447,La Ruche à Miel,12,manual_essential,,,casual,,"19 Rue d'Aligre, 75012 Paris, France",75012,https://la-ruche-a-miel-restaurant-paris.eatbu.com/?lang=en,,ChIJccDLRQ9y5kcRRbY2mJ-KL80,48.8498209,2.3785801
1448,Le Charolais,12,manual_essential,,,,,"15 Rue de Cotte, 75012 Paris, France",75012,https://www.tripadvisor.com.br/Restaurant_Review-g187147-d4788206-Reviews-Le_Charolais-Paris_Ile_de_France.html,,ChIJf2C69AVy5kcRP4nJjF7-ops,48.8493031,2.3774396
1449,Le Cotte Rôti,12,manual_essential,,,casual,,"1 Rue de Cotte, 75012 Paris, France",75012,https://lecotteroti.fr/#view-r1,,ChIJKS_InAVy5kcRDBXHxcmlhD0,48.8481646,2.3766494
1450,Le Picotin,12,manual_essential,,,casual,,"35 Rue Sibuet, 75012 Paris, France",75012,https://lepicotin.fr/fr,,ChIJ8xxyHmVy5kcRZBHmNN0Q7vQ,48.843501,2.402304
1451,Le Square Trousseau,12,manual_essential,,,casual,,"1 Rue Antoine Vollon, 75012 Paris, France",75012,https://www.squaretrousseau.com/,,ChIJ8TiNQ6xz5kcRXl7jsfUd0-o,48.8502844,2.3765739
1452,Mama Jackson Soul Food Paris,12,manual_essential,,,,,"12 Rue Claude Tillier, 75012 Paris, France",75012,https://www.instagram.com/mamajackson_restaurant/?hl=fr,https://www.instagram.com/mamajackson_restaurant?hl=fr,ChIJMcXU_BFy5kcRagV4QKC38iU,48.8479999,2.3879809
1453,Mazali,12,manual_essential,,,,,"4 Rue Crozatier, 75012 Paris, France",75012,https://mazaliparis.fr/,,ChIJG_fgM8Vz5kcRyof2L5hfXLA,48.8453879,2.3830605
1454,Morry's Bagels,12,manual_essential,,,,,"246 ter, Rue du Faubourg Saint-Antoine, 75012 Paris, France",75012,https://morrysbagel.wixsite.com/website,,ChIJAeohfq1z5kcRD9_5ZaZ3-MU,48.8490744,2.3903723
1441,New Chalet du Lac,12,manual_essential,,,,,"Bois de Vincennes, 2 Av. Anna Politkovskaïa Orée du, 75012 Paris, France",75012,https://chaletdulac.fr/restaurant,,ChIJxYCuI3By5kcR2va6TDSFMv4,48.8428073,2.4221133
1455,Restaurant Passerini,12,manual_essential,,,casual,,"65 Rue Traversière, 75012 Paris, France",75012,https://www.passerini.paris/,,ChIJG_fMygVy5kcRCLfpTD8eflk,48.8494046,2.3747944
1489,Auberge Etchegorry,13,manual_essential,,,,,"41 Rue de Croulebarbe, 75013 Paris, France",75013,https://etchegorry.fr/zh,,ChIJ0YAMtpNx5kcRet2zGGWI5Fg,48.8322271,2.3505747
1491,Aupa Caminito - croissant burger,13,manual_essential,,"cafe, wine_bar",casual,,"48-50 Rue du Dessous des Berges Angle, 31 Rue Cantagrel, 75013 Paris, France",75013,https://www.aupacaminito.com/,,ChIJN0xlPyVy5kcRSSQowtcp8dw,48.8269461,2.3744167
1492,BORIA,13,manual_essential,,wine_bar,casual,,"43 Rue du Château des Rentiers, 75013 Paris, France",75013,https://boria-paris.fr/fr,,ChIJ2SOBsihy5kcR8YD18eXezzg,48.8248698,2.3698077
1493,Chez Mamane,13,manual_essential,,,,,"27 Rue des Cinq Diamants, 75013 Paris, France",75013,https://lefooding.com/restaurants/restaurant-chez-mamane-paris-16,,ChIJ7fV4qZFx5kcRUHp9ayb4ZkE,48.8286063,2.3506281
1494,Chez Trassoudaine,13,manual_essential,,wine_bar,casual,,"3 Pl. nationale, 75013 Paris, France",75013,https://www.cheztrassoudaine.com/,,ChIJr36aZSdy5kcRAddTio5dOrQ,48.8286967,2.3651479
1496,Coupi bar,13,manual_essential,,cafe,casual,,"48 Av. de la Prte d'Ivry, 75013 Paris, France",75013,http://www.coupibar.fr/,https://www.instagram.com/coupibar,ChIJK-ofsi5y5kcRA8Q6uWtfoa0,48.8213805,2.3700988
1497,Dame Augustine,13,manual_essential,,,,,"32 Av. des Gobelins, 75013 Paris, France",75013,https://www.dameaugustine.com/,,ChIJ75Si4fdx5kcR9y7ygtTd-dk,48.8357263,2.3522766
1499,Fleurs de Mai,13,manual_essential,,,,,"61 Av. de Choisy, 75013 Paris, France",75013,https://fleursdemai-13.fr/fr,,ChIJQ7SDCYdx5kcRy1kiOkRyxeI,48.8230743,2.3621623
1500,Impérial Choisy 美丽都,13,manual_essential,,,,,"32 Av. de Choisy, 75013 Paris, France",75013,https://drive.google.com/file/d/1etqeeAtGXC_PtI0LpeTrGTXy1hSjSKl9/view,,ChIJH7bObodx5kcRZvKndkGRXQo,48.8222222,2.3633333
1501,L'Hommage,13,manual_essential,,,,,"36 Av. de Choisy, 75013 Paris, France",75013,http://www.lhommageparis.com/,,ChIJDzdubodx5kcRsW4IdxJzRA0,48.8223962,2.3631203
1482,Les Frangins,13,manual_essential,,"cafe, wine_bar",casual,,"3 Rue des Gobelins, 75013 Paris, France",75013,https://bistronomie-paris.fr/fr,,ChIJazZ_zZJx5kcRsgsQEGJh6Mc,48.8357304,2.3521632
1486,LÜKS Kebab Paris 13,13,manual_essential,,,,,"6 Rue du Père Guérin, 75013 Paris, France",75013,https://luks-kebab.fr/en/homepage,,ChIJ0Tk7Gotx5kcREtPFlGY3lFc,48.8304986,2.3543762
1485,Miam Miam Cool,13,manual_essential,,,,,"11 Rue Primatice, 75013 Paris, France",75013,https://www.miammiamcool.fr/,https://www.instagram.com/maimmiamcool?hl=en,ChIJm7sNhFJx5kcRYsR0OHLjzK0,48.833418,2.355712
1481,Restaurant KISS,13,manual_essential,,,,,"3 Rue Abel Hovelacque, 75013 Paris, France",75013,https://www.kissparis.com/,,ChIJFe2feJJx5kcRs0A0IzJjW38,48.8330283,2.3538839
1487,Yi Bowl Noodle 小黄碗胡辣汤·羊汤,13,manual_essential,,,casual,,"80 Rue Regnault, 75013 Paris, France",75013,https://www.yibowlnoodle.com/en,,ChIJ8yVPLeNz5kcRI9rYg-IsGsg,48.8236835,2.3716237
1546,Armand Bar & Cantine,14,manual_essential,,,,,"33 Rue de la Gaité, 75014 Paris, France",75014,https://armand-bar-cantine.eatbu.com/,,ChIJlxJkqstx5kcR8iPyxKeFn6I,48.8392916,2.3233637
1549,Augustin,14,manual_essential,,,,,"79 Rue Daguerre, 75014 Paris, France",75014,https://www.augustin-bistrot.fr/,,ChIJjRK57rVx5kcRGrW2O9Bq6XQ,48.8355176,2.3249363
1550,Aux Plumes,14,manual_essential,,,,,"45 Rue Boulard, 75014 Paris, France",75014,https://www.auxplumes.com/,,ChIJsVtS27Zx5kcRNPqIHyz4o-o,48.8322895,2.3278004
1534,INKA BISTROT,14,manual_essential,,bistro,"casual, classic",,"34 Rue Pierre Larousse, 75014 Paris, France",75014,https://www.inka-restaurant.fr/,,ChIJneWlSXhx5kcRGyFOamiUAM0,48.829424,2.3137917
1536,Kokodak,14,manual_essential,,,,,"39 Rue de la Gaité, 75014 Paris, France",75014,https://restaurants-kokodak.com/,https://www.instagram.com/kokodak_paris,ChIJU0wdbwBx5kcRspD3BRyZrUk,48.838934,2.3231318
1548,L'As du Poulet,14,manual_essential,,,,,"19 Rue Delbet, 75014 Paris, France",75014,https://asdupoulet.com/,,ChIJs1Hq1kxw5kcRDSZDrMlctKw,48.8292703,2.3193391
1530,La Taverne de Zhao,14,manual_essential,,,,,"FR, 11 Rue Delambre, 75014 Paris, France",75014,https://www.zhaogroupe.com/nos-restos/la-taverne-de-zhao-louvre,,ChIJTxzcA9Nx5kcRJyR_2DjInGY,48.8416463,2.3283367
1538,Le 17.45 Paris Daguerre - Planches à composer,14,manual_essential,,wine_bar,casual,,"21 Rue Gassendi, 75014 Paris, France",75014,https://www.le17-45.fr/contact,,ChIJc7i4DsZx5kcR8MYlBBKkFnA,48.8347889,2.3268067
1541,Le Cornichon,14,manual_essential,,,,,"34 Rue Gassendi, 75014 Paris, France",75014,https://www.lecornichon.paris/,,ChIJi994frZx5kcRKNYXb8J4sEg,48.8341243,2.326115
1535,Le Ruisseau Burger Alésia,14,manual_essential,,,,,"8 Rue Brézin, 75014 Paris, France",75014,https://www.leruisseauburger.com/paris-14,,ChIJV4S6eNdx5kcRlwchD_OyMGo,48.8311455,2.3286448
1532,L’EMPREINTE,14,manual_essential,,,,,"5 Rue Mouton-Duvernet, 75014 Paris, France",75014,https://www.empreinte-paris.com/,,ChIJEcUSM7dx5kcRo3kHqPKmfao,48.8314653,2.3292324
1531,Maison Edgar,14,manual_essential,,wine_bar,casual,,"232 Bd Raspail, 75014 Paris, France",75014,http://www.edgarparis.com/accueil.html#restaurant,,ChIJp_sg6oVx5kcRIPvHJVhrHoo,48.8395849,2.3301681
1533,NOUS épicerie anti-gaspi Paris Montparnasse,14,manual_essential,,,,,"11 Rue de l'Ouest, 75014 Paris, France",75014,https://www.nousrestaurant.fr/reservationnous,,ChIJWwMFux5x5kcRkrkUiQbDc0Q,48.8372815,2.3221932
1539,Wingstop Paris 14 (livraison uniquement),14,manual_essential,,,,,"36 Av. Reille, 75014 Paris, France",75014,https://www.wingstop.paris/,,ChIJU57p-sVx5kcRxWWxVxy4U2o,48.8247536,2.338923
1537,Yatai Ramen Montparnasse,14,manual_essential,,ramen,casual,,"11 Rue de la Gaité, 75014 Paris, France",75014,https://yatairamen.fr/,,ChIJ2YusqEJx5kcRjeIoO27OMCg,48.8403171,2.3243059
1612,750g La Table,15,manual_essential,,,,,"397 Rue de Vaugirard, 75015 Paris, France",75015,https://www.750glatable.com/,,ChIJ-2rO0Wpw5kcRUxkyLZaRCmU,48.8337683,2.2903701
1613,Abstinence - Restaurant & Bar,15,manual_essential,,wine_bar,casual,,"47 Av. de la Motte-Picquet, 75015 Paris, France",75015,https://abstinenceparis.com/,,ChIJiyWKCSpx5kcRrxn0lPzLc7k,48.8505603,2.3005279
1606,Armonia,15,manual_essential,,,,,"2 Rue du Capitaine Scott, 75015 Paris, France",75015,https://restaurant-armonia.fr/,,ChIJ17KKZyZx5kcRhBLlekYD1J0,48.8543574,2.2944977
1605,Au Bon Coin,15,manual_essential,,"cafe, wine_bar",casual,,"85 Rue Brancion, 75015 Paris, France",75015,http://auboncoin-bistrot.com/,,ChIJRfoW-kNw5kcRboL23tIdBVc,48.8313618,2.3026304
1617,Chez Tonton,15,manual_essential,,,,,"20 Rue Gramme, 75015 Paris, France",75015,https://www.cheztonton.fr/,,ChIJIX0tsMBx5kcRKLLuSDXu2Mc,48.8448559,2.2963743
1618,Claudia Paris,15,manual_essential,,,,,"51 Av. de la Motte-Picquet, 75015 Paris, France",75015,https://www.claudiaparis.com/,,ChIJHcQ1291x5kcRT_2DVyLuSxA,48.8503092,2.3000819
1620,Crêperie Mad'eo!,15,manual_essential,,,,,"14 Rue de Cadix, 75015 Paris, France",75015,https://creperiemadeo.bzh/,,ChIJaYNvXCnpC0ERtKpGxE6614Y,48.8338861,2.2894694
1610,DO ET RIZ CONVENTION,15,manual_essential,,,casual,,"333 Rue de Vaugirard, 75015 Paris, France",75015,,,ChIJ1d3bBwBx5kcRku8YoAGEL4w,48.8375576,2.2974794
1609,Grand Pacific Buffet à volonté - Tour Eiffel,15,manual_essential,,,,,"70 bis Av. de Suffren, 75015 Paris, France",75015,https://www.restaurantbuffet.fr/,,ChIJy14Vij5x5kcRDDlIwA6RxTI,48.8525052,2.2984199
1615,Le Beurre Noisette,15,manual_essential,,,,,"68 Rue Vasco de Gama, 75015 Paris, France",75015,https://www.restaurantbeurrenoisette.com/,,ChIJ35ar7nJw5kcRR2-Jh-Zj4Bs,48.835621,2.2847406
1614,Le Bélisaire,15,manual_essential,,,,,"2 Rue Marmontel, 75015 Paris, France",75015,https://www.restaurant-belisaire.paris/,,ChIJP4CTeD9w5kcRhPlltZPUhJM,48.8374358,2.3010062
1604,Le P'tit Gavroche paris,15,manual_essential,,wine_bar,casual,,"88 Rue Blomet, 75015 Paris, France",75015,,,ChIJLbe2iD5w5kcRfbS3cpp04L4,48.8412763,2.3013333
1607,Piou,15,manual_essential,,,,,"3 Pl. Cambronne, 75015 Paris, France",75015,http://pioupioubistro.fr/index,,ChIJtdLSaclx5kcRdQEZq_51GJE,48.8475411,2.3012956
1616,Restaurant Biscotte,15,manual_essential,,,,,"22 Rue Desnouettes, 75015 Paris, France",75015,https://www.restaurant-biscotte.com/,,ChIJB9SzTgZx5kcRp7lN4whrb3U,48.8361568,2.2912099
1611,Restaurant Bistrot Le dôme Paris 15,15,manual_essential,,"bistro, cafe, wine_bar","casual, classic",,"6 Rue du Hameau, 75015 Paris, France",75015,https://www.restaurant-ledome.com/,,ChIJ_RQ0_Xpx5kcRIirH9sGHO2Q,48.8354878,2.2892689
1683,Alfredo Positano,16,manual_essential,,,,,"7 Rue de Boulainvilliers, 75016 Paris, France",75016,https://www.alfredopositano.fr/,,ChIJTbZsmVVx5kcRpk28nPvZIxU,48.851773,2.277409
1686,Alphonsine Paris XVI,16,manual_essential,,,,,"28 Rue du Dr Blanche, 75016 Paris, France",75016,https://www.privateaser.com/lieu/52381-alphonsine-paris-xvi,https://www.instagram.com/alphonsineparis,ChIJ_5BGWY975kcRKaPAEAKx5kI,48.854333,2.265276
1687,ANDIA,16,manual_essential,,wine_bar,casual,,"19 Chau. de la Muette, 75016 Paris, France",75016,https://andia-paris.com/,,ChIJ6RIysFRl5kcRgTQU1vLwwWg,48.8581596,2.2722369
1688,Attabler,16,manual_essential,,,,,"148 Rue de la Pompe, 75016 Paris, France",75016,https://attabler-restaurant.fr/,https://www.instagram.com/attablerparis,ChIJ37siM05v5kcRqlraFJgROqg,48.8691333,2.282289
1689,Auteuil Brasserie,16,manual_essential,,wine_bar,casual,,"78 Rue d'Auteuil, 75016 Paris, France",75016,https://www.auteuil-brasserie.com/,,ChIJEcNXrLB65kcR6leyh3yLQpk,48.848332,2.259869
1690,Bistro de l'Arc,16,manual_essential,,bistro,"casual, classic",,"11 Av. de la Grande Armée, 75016 Paris, France",75016,https://www.bistrodelarc.com/,,ChIJ3-DnpO1v5kcR_dkXzj4aqgs,48.8744272,2.2917612
1692,Bistrot 31,16,manual_essential,,bistro,"casual, classic",,"31 Av. Théophile Gautier, 75016 Paris, France",75016,https://www.bistrot31.fr/,https://www.instagram.com/b.31paris?hl=en,ChIJ96U23qh65kcRTAgsz7H2F0U,48.8498866,2.2725603
1700,Bistrot Chez Martine,16,manual_essential,,bistro,"casual, classic",,"54 Rue de Longchamp, 75016 Paris, France",75016,https://www.bistrot-chezmartine.fr/,,ChIJn80l2QZv5kcRK441LvmwU9s,48.8651309,2.2874393
1693,Brasserie Victor Hugo,16,manual_essential,,wine_bar,casual,,"4 Pl. Victor Hugo, 75016 Paris, France",75016,https://brasserievictorhugoparis.business.site/,,ChIJiWyX5NNv5kcRbb5gt7QvZ-Q,48.8701001,2.2855187
1694,Café de l’Homme,16,manual_essential,,cafe,casual,,"17 Pl. du Trocadéro et du 11 Novembre, 75016 Paris, France",75016,https://www.cafedelhomme.com/,,ChIJlSwHnvxv5kcR2JG3yHEsjG4,48.8622057,2.2876293
1695,Café du Mexique,16,manual_essential,,"cafe, wine_bar",casual,,"3 Pl. de Mexico, 75016 Paris, France",75016,https://cafedumexique.com/,https://www.instagram.com/cafe.du.mexique,ChIJXTyMhvlv5kcRRcZFKxlH4s8,48.865254,2.283265
1697,Casa Luisa,16,manual_essential,,wine_bar,casual,,"19 Chau. de la Muette, 75016 Paris, France",75016,https://casa-luisa.com/,,ChIJtfhyPQBl5kcRCpxUioh6GRM,48.8581198,2.2722829
1701,Comice,16,manual_essential,,,,,"31 Av. de Versailles, 75016 Paris, France",75016,https://comice.paris/,,ChIJAc56Jah65kcRPUvIVLIaIjI,48.8494621,2.2760438
1682,L'Auberge des Crus,16,manual_essential,,,casual,,"13 Rue Bosio, 75016 Paris, France",75016,https://www.aubergedescrus.com/,https://www.instagram.com/auberge_des_crus,ChIJn3M3XEZ75kcRYHGlnkvVNFk,48.8496609,2.2654811
1681,OKA SUSHI,16,manual_essential,,sushi,casual,,"8 Rue Duban, 75016 Paris, France",75016,https://www.okaparis.fr/,,ChIJj1rZEQBw5kcR1jI8q4iiFGc,48.8567068,2.2778673
1751,"Agapé, Restaurant gastronomique Paris 17ème",17,manual_essential,,,,,"51 Rue Jouffroy d'Abbans, 75017 Paris, France",75017,https://agape-paris.fr/,,ChIJQ3-giLxv5kcRgYmfvT0hy6I,48.8848539,2.3069514
1752,ANONA,17,manual_essential,,,,,"80 Bd des Batignolles, 75017 Paris, France",75017,https://www.anona.fr/,,ChIJhXXqWUZv5kcRIeS11clgDck,48.8819617,2.3186601
1754,Au Coin !,17,manual_essential,,,,,"2 Rue Hélène et François Missoffe, 75017 Paris, France",75017,https://www.aucoin-paris.fr/en,,ChIJxdn4Jupv5kcRmpXhlT7Dlu8,48.8993261,2.3215137
1746,Autana,17,manual_essential,,,,,"8 Rue de Logelbach, 75017 Paris, France",75017,https://www.autana.fr/,,ChIJ2artXLlv5kcRHKyaXv9bwuo,48.8816078,2.3083515
1755,Bloom Sushi Wagram,17,manual_essential,,,casual,,"99 Rue Jouffroy d'Abbans, 75017 Paris, France",75017,https://bloomsushi.fr/,,ChIJWYknG3dv5kcR5wjfCFNpc6s,48.881949,2.301809
1757,BRUTUS - Batignolles,17,manual_essential,,wine_bar,casual,,"99 Rue des Dames, 75017 Paris, France",75017,https://www.brutus-creperies.com/,,ChIJVVUZX7Fv5kcRdSoRBT3M51U,48.8829788,2.3182574
